section,representation,context,period,horizon,quintile,count,dates,securities,industries,mean_net_return,median_net_return,positive_return_fraction,mean_industry_relative,median_industry_relative,mean_broad_relative,severe_loss_fraction,mean_mae_h20,control,tercile,q5_count,q1_count,q5_mean_industry_relative,q1_mean_industry_relative,q5_minus_q1_industry_relative
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2021,5,5,9345,48,2310,110,-0.00591301045077,-0.0127156197886,0.41112894596,-0.002231162991,-0.00836571527993,-0.00182424336736,0.0825040128411,,,,,,,,
raw_spread,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2021,5,Q5-Q1,9313,48,,,-0.00420242003402,-0.000565418766146,-0.0141904999754,-0.00465611159581,-0.00290085039834,-0.00420306392365,0.00948779894654,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2021,10,1,9308,48,2328,110,0.00370979700324,-0.0103134340739,0.455844434895,0.00260454908465,-0.00982476073711,0.00372173479527,0.151912333477,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2021,10,2,9320,48,2572,108,0.00120726473976,-0.00862322907,0.453755364807,0.00189899204605,-0.00605275963451,0.00123011995793,0.120386266094,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2021,10,3,9323,48,2538,110,-0.00172655243763,-0.0105189359158,0.438807250885,-0.000683280725116,-0.00704292533594,-0.00170228767077,0.108441488791,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2021,10,4,9311,48,2525,111,0.000296243192604,-0.00800278637356,0.452153366985,-3.31322433308e-06,-0.00482509362854,0.000324211442697,0.108473848137,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2021,10,5,9329,48,2308,110,-0.000928847904141,-0.0132896400897,0.442276771358,-0.00242659528696,-0.0114063276479,-0.000916580613303,0.150605638332,,,,,,,,
raw_spread,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2021,10,Q5-Q1,9308,48,,,-0.00463864490738,-0.00297620601577,-0.0135676635366,-0.00503114437162,-0.00158156691082,-0.00463831540857,-0.0013066951445,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2021,20,1,9295,48,2324,110,0.0140805333754,-0.0114852850889,0.465519096288,0.00344564502924,-0.0125605868844,0.006533014834,0.218396987628,-0.102649197453,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2021,20,2,9298,48,2568,108,0.0126294978579,-0.00862749383244,0.468272746827,0.00299056427059,-0.00884825395283,0.00508105777741,0.182189718219,-0.0912631383062,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2021,20,3,9311,48,2534,110,0.00752594637848,-0.0104317227614,0.457093760069,-0.000853188629788,-0.00951563066033,-1.67858706084e-05,0.171302760176,-0.0865693726749,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2021,20,4,9291,48,2519,111,0.0115041249937,-0.0085340719213,0.464750834141,0.000744177903764,-0.00999470481491,0.00398424483282,0.168012054677,-0.0859384712987,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2021,20,5,9293,48,2301,110,0.00621930225457,-0.0152542970596,0.452706338104,-0.00471424802927,-0.0174672778409,-0.00137099441095,0.234154740127,-0.104208439656,,,,,,,
raw_spread,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2021,20,Q5-Q1,9293,48,,,-0.00786123112081,-0.00376901197065,-0.0128127581844,-0.00815989305851,-0.00490669095644,-0.00790400924495,0.0157577524992,-0.00155924220318,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2022,1,1,10382,49,2696,116,-0.00234756181274,-0.00463942452303,0.436043151609,0.000222003838033,-0.00198202723495,0.000805851115114,0.00202273165093,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2022,1,2,10401,49,2999,115,-0.0018020206228,-0.00348887998906,0.442265166811,0.000311077199571,-0.00114662640092,0.0013581541334,0.00144216902221,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2022,1,3,10399,49,3010,114,-0.00201573891463,-0.00361156983207,0.436580440427,-0.000338434712084,-0.00144937068142,0.00113228862783,0.000961630926051,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2022,1,4,10401,49,2935,116,-0.00276150203381,-0.00399201596806,0.422555523507,-0.000449905226436,-0.00132851246641,0.000398672722378,0.00153831362369,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2022,1,5,10422,49,2755,116,-0.0026275893904,-0.00399201596806,0.424966417194,0.000230627826056,-0.0015506375189,0.000535304216677,0.00422183841873,,,,,,,,
raw_spread,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2022,1,Q5-Q1,10382,49,,,-0.00028002757766,0.000647408554967,-0.0110767344142,8.62398802375e-06,0.000431389716047,-0.000270546898437,0.0021991067678,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2022,3,1,10379,49,2695,116,0.00056613757894,-0.0045345039768,0.459389151171,0.00121731227414,-0.0031394149386,0.00167438765173,0.023990750554,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2022,3,2,10385,49,2995,115,0.00140798044115,-0.00297826738381,0.468560423688,0.00136368377562,-0.00232753449844,0.00252412836209,0.0133846894559,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2022,3,3,10388,49,3009,114,0.000321062895309,-0.00338743524624,0.460242587601,6.74662443182e-05,-0.00248699530449,0.00142909068268,0.0139584135541,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2022,3,4,10396,49,2932,116,-0.00116010832631,-0.00399201596806,0.447095036553,-0.000660879859501,-0.00314809005168,-4.3986887659e-05,0.01279338207,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2022,3,5,10410,49,2751,116,-0.00288532228722,-0.00630832613271,0.434101825168,-0.00192162284554,-0.00491478195762,-0.00176732102606,0.0292987512008,,,,,,,,
raw_spread,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2022,3,Q5-Q1,10379,49,,,-0.00345145986616,-0.00177382215592,-0.0252873260025,-0.00313893511969,-0.00177536701902,-0.00344170867779,0.00530800064677,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2022,5,1,10370,49,2695,116,-0.00418989728272,-0.00969000960605,0.437512054002,0.00135243916129,-0.0046817107035,0.00156016884318,0.0800385728062,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2022,5,2,10372,49,2990,115,-0.00232666223041,-0.00620700899553,0.448322406479,0.00219591441576,-0.00338080334868,0.00340049284823,0.0521596606248,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2022,5,3,10377,49,3007,114,-0.00342652569386,-0.00604141511216,0.443769875687,0.000257932349108,-0.00324285562942,0.00233278000696,0.0440397031897,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2022,5,4,10392,49,2932,116,-0.00608988664622,-0.00803203105399,0.419168591224,-0.00101860705579,-0.00449499145408,-0.000368002290207,0.0460931485758,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2022,5,5,10396,49,2746,116,-0.0091721434301,-0.0121567052856,0.400731050404,-0.00279742638712,-0.00589833856584,-0.003425977279,0.0746440938823,,,,,,,,
raw_spread,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2022,5,Q5-Q1,10370,49,,,-0.00498224614738,-0.00246669567957,-0.0367810035979,-0.00414986554841,-0.00121662786234,-0.00498614612218,-0.00539447892391,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2022,10,1,10348,49,2688,116,-0.0107539738931,-0.0169908482543,0.429068419018,0.00196805246249,-0.00824159277156,0.00172665850178,0.19250096637,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2022,10,2,10353,49,2986,115,-0.00677224059197,-0.0111489595659,0.445764512702,0.0035419304143,-0.00425206000903,0.00563825903896,0.145078721144,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2022,10,3,10354,49,2999,114,-0.00765184639779,-0.0112568483089,0.43954027429,0.00148592932473,-0.00450514928876,0.00482893133247,0.128839096002,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2022,10,4,10368,49,2926,116,-0.0123656770758,-0.0137037756242,0.420042438272,-0.00125488197898,-0.00513830683221,6.00964694713e-05,0.137827932099,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2022,10,5,10371,49,2737,116,-0.0189567502563,-0.0210664385515,0.393115417992,-0.00557702340483,-0.0102401532448,-0.00650355290272,0.180021212998,,,,,,,,
raw_spread,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2022,10,Q5-Q1,10348,49,,,-0.00820277636322,-0.00407559029719,-0.0359530010257,-0.00754507586732,-0.00199856047322,-0.0082302114045,-0.0124797533725,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2022,20,1,10311,49,2679,116,-0.0102078726226,-0.0271549923409,0.423722238386,0.00496759411137,-0.010611768873,0.00310293060289,0.277179710988,-0.112306799859,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2022,20,2,10306,49,2974,115,-0.00813383161471,-0.0189601983002,0.437512128857,0.00425246568178,-0.00580346824498,0.0052430639524,0.229575004852,-0.0990535017665,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2022,20,3,10315,49,2986,114,-0.00919872650393,-0.0189671656737,0.432476975279,0.00188624101479,-0.00608088369024,0.0042174402921,0.212215220553,-0.0942303844349,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2022,20,4,10317,49,2918,116,-0.0155448882508,-0.0228558035444,0.408936706407,-0.00221264717554,-0.00796169083665,-0.00226871980355,0.2182805079,-0.0965174750938,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2022,20,5,10323,49,2726,116,-0.0239668938543,-0.034902608576,0.380218928606,-0.00876746570671,-0.0173371397745,-0.0107677763469,0.271335851981,-0.11065577211,,,,,,,
raw_spread,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2022,20,Q5-Q1,10311,49,,,-0.0137590212317,-0.00774761623505,-0.0435033097802,-0.0137350598181,-0.00672537090147,-0.0138707069498,-0.00584385900725,0.00165102774848,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2023,1,1,10242,48,2614,114,-0.00512496450711,-0.00878977524565,0.350322202695,-8.52046881137e-05,-0.00217937105006,0.000407216165372,0.00107400898262,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2023,1,2,10261,48,2957,113,-0.00500036264402,-0.00739717146903,0.338758405613,-8.26798338582e-05,-0.00133995724533,0.000528742357123,0.00126693304746,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2023,1,3,10261,48,3015,115,-0.00506639810401,-0.00721534277723,0.325991618751,-0.000156394477828,-0.00109853773593,0.000463437007251,0.000487281941331,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2023,1,4,10261,48,2957,115,-0.00493908562816,-0.00698978266191,0.325406880421,-1.0673810964e-05,-0.000779549707587,0.000590019372988,0.000584738329598,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2023,1,5,10276,48,2691,115,-0.00509005078135,-0.00738644606494,0.345367847411,0.000248160167161,-0.00121966393773,0.000436726373926,0.0033086804204,,,,,,,,
raw_spread,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2023,1,Q5-Q1,10242,48,,,3.49137257565e-05,0.00140332918071,-0.00495435528334,0.000333364855275,0.000959707112328,2.95102085545e-05,0.00223467143778,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2023,3,1,10109,47,2593,114,-0.00675259357833,-0.0122234869105,0.379364922346,0.000559270377211,-0.00407824519754,0.00105045238618,0.0150361064398,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2023,3,2,10130,47,2945,113,-0.00726888157155,-0.0107369493898,0.363573543929,0.000196620107851,-0.00285453028623,0.000536079140979,0.0106614017769,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2023,3,3,10138,47,3007,115,-0.00705748505065,-0.0100295571833,0.36249753403,-0.000152791729838,-0.0019999118299,0.000746722659098,0.00749654764253,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2023,3,4,10130,47,2947,115,-0.00725027116292,-0.00976597529579,0.352813425469,0.000103642368078,-0.00158374935639,0.000555495811021,0.00769990128332,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2023,3,5,10143,47,2657,115,-0.00871734416395,-0.0120750383813,0.349797890171,-0.00064391366934,-0.00261737352812,-0.000914084763588,0.0229715074436,,,,,,,,
raw_spread,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2023,3,Q5-Q1,10109,47,,,-0.00196475058562,0.000148448529169,-0.0295670321759,-0.00120318404655,0.00146087166941,-0.00196453714977,0.00793540100375,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2023,5,1,10100,47,2590,114,-0.00489505147952,-0.0106487663301,0.408118811881,0.000794252377864,-0.00448128179327,0.00124119951474,0.0429702970297,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2023,5,2,10120,47,2943,113,-0.00515927388159,-0.00866108400311,0.412944664032,0.000530342018472,-0.00340990426275,0.000962382377651,0.0236166007905,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2023,5,3,10127,47,3005,115,-0.00537086894272,-0.00823486148045,0.404858299595,-0.000202174492624,-0.00256041866613,0.000760892996192,0.0176755208848,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2023,5,4,10124,47,2946,115,-0.00579581777089,-0.00876522934991,0.395001975504,2.38407601809e-05,-0.00243839343806,0.000329583872795,0.0200513630976,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2023,5,5,10137,47,2655,115,-0.00721182307261,-0.0118099750264,0.383940021703,-0.00112700563276,-0.00383436650238,-0.00107671711131,0.0419256190194,,,,,,,,
raw_spread,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2023,5,Q5-Q1,10100,47,,,-0.00231677159309,-0.00116120869625,-0.0241787901785,-0.00192125801063,0.00064691529089,-0.00231791662605,-0.00104467801027,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2023,10,1,10061,46,2584,114,-0.00848278715172,-0.0176864673614,0.402246297585,-0.000193629546471,-0.00796450886481,-0.00118445296316,0.114700327999,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2023,10,2,10086,46,2930,113,-0.00663414125313,-0.0138763172551,0.412452905017,0.000858636234493,-0.00482452181079,0.000663164715338,0.0737656157049,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2023,10,3,10100,46,3000,115,-0.00608123920348,-0.0122754054994,0.409207920792,0.000295860705332,-0.0041073344625,0.00119465078393,0.0593069306931,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2023,10,4,10093,46,2937,115,-0.00690947914159,-0.0109962915238,0.410581591202,0.000161920531877,-0.00329095926394,0.00038467882603,0.0610323986922,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2023,10,5,10102,46,2645,115,-0.0104098108781,-0.0176529757149,0.388041971887,-0.00133289591351,-0.00617405678713,-0.00311708239552,0.100376163136,,,,,,,,
raw_spread,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2023,10,Q5-Q1,10061,46,,,-0.00192702372638,3.3491646501e-05,-0.014204325698,-0.00113926636704,0.00179045207768,-0.00193262943236,-0.0143241648632,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2023,20,1,9587,44,2539,114,-0.0165073973479,-0.0320485788985,0.375925732763,-0.00274090913665,-0.0152437240329,-0.00553774213642,0.230520496506,-0.0957916747587,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2023,20,2,9625,44,2876,113,-0.0113405150578,-0.023807881619,0.392103896104,0.000727357824267,-0.00802219803138,-0.000440014710379,0.170805194805,-0.0811921665764,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2023,20,3,9648,44,2936,115,-0.00843292152954,-0.0198226342145,0.397906301824,0.00195176751472,-0.00517948518389,0.00246455797771,0.140236318408,-0.0747864833542,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2023,20,4,9638,44,2880,115,-0.00847709087531,-0.0174904613741,0.408279726084,0.00197913960149,-0.00319187766284,0.00242417407819,0.13612782735,-0.0736395989232,,,,,,,
raw,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2023,20,5,9644,44,2604,115,-0.0149507479774,-0.025644363447,0.379510576524,-0.00179896331417,-0.00854169835038,-0.00408387013989,0.180526752385,-0.0866975913424,,,,,,,
raw_spread,IND_DOWN_RESILIENCE_20,INDUSTRY_NONPRESSURE,2023,20,Q5-Q1,9587,44,,,0.00155664937046,0.00640421545152,0.00358484376115,0.000941945822484,0.00670202568248,0.00145387199652,-0.0499937441208,0.00909408341633,,,,,,,
raw,IND_DOWN_RESILIENCE_20,BROAD_MARKET_PRESSURE,full,1,1,65832,174,4259,119,-0.00454796165472,-0.00535408214848,0.41956799125,8.52705380438e-05,-0.00171425332997,-5.74625508349e-06,0.00311398711873,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,BROAD_MARKET_PRESSURE,full,1,2,65978,174,4308,118,-0.00429781841025,-0.0046616018483,0.412910364061,0.000131078296664,-0.00124966599556,0.000236903871479,0.00221285883173,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,BROAD_MARKET_PRESSURE,full,1,3,65981,174,4247,118,-0.0044421510206,-0.00477875213239,0.398978493809,-5.56028337138e-05,-0.00111676761958,9.16993684978e-05,0.0022582258529,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,BROAD_MARKET_PRESSURE,full,1,4,65984,174,4213,118,-0.00476033281939,-0.0051763302797,0.391382759457,-0.000193917480449,-0.00125684404677,-0.000225522385503,0.00271277885548,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,BROAD_MARKET_PRESSURE,full,1,5,66112,174,4161,119,-0.00463242638036,-0.00565202927478,0.396811471442,3.33126767213e-05,-0.00151427906474,-9.71336991111e-05,0.00651924007744,,,,,,,,
raw_spread,IND_DOWN_RESILIENCE_20,BROAD_MARKET_PRESSURE,full,1,Q5-Q1,65832,174,,,-8.44647256472e-05,-0.000297947126303,-0.0227565198081,-5.19578613225e-05,0.000199974265231,-9.13874440276e-05,0.00340525295872,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,BROAD_MARKET_PRESSURE,full,3,1,65303,173,4254,119,-0.000661525157001,-0.00399201596806,0.464802535871,0.000705090921651,-0.00328132960934,0.000575051342,0.0296617307015,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,BROAD_MARKET_PRESSURE,full,3,2,65444,173,4300,118,-0.000362288635309,-0.00287038535542,0.46951592201,0.000654656462983,-0.00225603338298,0.000872433162837,0.0210408899212,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,BROAD_MARKET_PRESSURE,full,3,3,65462,173,4240,118,-0.00104314837132,-0.00326224388334,0.46313892029,0.000131594646071,-0.0020418754848,0.000184588120763,0.0188964590144,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,BROAD_MARKET_PRESSURE,full,3,4,65457,173,4200,118,-0.00166501386513,-0.00399201596806,0.457124524497,-0.000356318081338,-0.00249410198635,-0.000432730830681,0.0200742472157,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,BROAD_MARKET_PRESSURE,full,3,5,65569,173,4151,119,-0.00242782177838,-0.00519846273882,0.448077597645,-0.00113130940065,-0.00361306195913,-0.00119578366717,0.0354740807394,,,,,,,,
raw_spread,IND_DOWN_RESILIENCE_20,BROAD_MARKET_PRESSURE,full,3,Q5-Q1,65303,173,,,-0.00176629662137,-0.00120644677076,-0.016724938226,-0.0018364003223,-0.000331732349792,-0.00177083500917,0.00581235003787,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,BROAD_MARKET_PRESSURE,full,5,1,65268,173,4253,119,-0.000763534552087,-0.00616670588953,0.458448244163,0.0012986694502,-0.00428751684814,0.0010167184293,0.0687779616351,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,BROAD_MARKET_PRESSURE,full,5,2,65414,173,4300,118,-0.00034696767262,-0.00399201596806,0.465007490751,0.00119165456575,-0.00292322231369,0.00142476161348,0.05084538478,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,BROAD_MARKET_PRESSURE,full,5,3,65427,173,4239,118,-0.00129830962388,-0.00460683571129,0.459000106989,0.000259952425446,-0.00288783365769,0.000472444889935,0.0457456401791,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,BROAD_MARKET_PRESSURE,full,5,4,65412,173,4199,118,-0.00236276910998,-0.00520150144303,0.453464196172,-0.000568364730515,-0.003409115432,-0.000600301720327,0.0475600807191,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,BROAD_MARKET_PRESSURE,full,5,5,65525,173,4149,119,-0.00408375135751,-0.00752395917385,0.442167111789,-0.00217539081307,-0.00545274159927,-0.00230755055798,0.0720640976726,,,,,,,,
raw_spread,IND_DOWN_RESILIENCE_20,BROAD_MARKET_PRESSURE,full,5,Q5-Q1,65268,173,,,-0.00332021680542,-0.00135725328432,-0.0162811323731,-0.00347406026327,-0.00116522475113,-0.00332426898729,0.00328613603754,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,BROAD_MARKET_PRESSURE,full,10,1,64661,172,4241,119,-0.00181647081447,-0.0130466340047,0.43743523917,0.00169157125722,-0.0070542106257,0.00137030216573,0.13374367857,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,BROAD_MARKET_PRESSURE,full,10,2,64820,172,4286,118,-0.00127484404945,-0.00973821587594,0.445402653502,0.00175058134813,-0.00443429807113,0.00188955462796,0.102344955261,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,BROAD_MARKET_PRESSURE,full,10,3,64820,172,4226,118,-0.00195678697642,-0.00878051589129,0.445942610305,0.000934402907056,-0.0041050203422,0.00121210891708,0.0922400493675,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,BROAD_MARKET_PRESSURE,full,10,4,64810,172,4184,118,-0.00380652232653,-0.00966727513634,0.438358278044,-0.000691913460825,-0.00461294862705,-0.000647765247401,0.096482024379,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,BROAD_MARKET_PRESSURE,full,10,5,64884,172,4133,119,-0.00699572937079,-0.0143642566465,0.423355526786,-0.00367696900758,-0.00858866272864,-0.00381717023678,0.13676715369,,,,,,,,
raw_spread,IND_DOWN_RESILIENCE_20,BROAD_MARKET_PRESSURE,full,10,Q5-Q1,64661,172,,,-0.00517925855632,-0.00131762264181,-0.0140797123842,-0.0053685402648,-0.00153445210295,-0.00518747240251,0.00302347511989,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,BROAD_MARKET_PRESSURE,full,20,1,63488,170,4224,119,-0.000507426055769,-0.0207135507451,0.432380922379,0.0026949063921,-0.0107596867997,0.00217877052254,0.230531754032,-0.102673798331,,,,,,,
raw,IND_DOWN_RESILIENCE_20,BROAD_MARKET_PRESSURE,full,20,2,63633,170,4260,118,-0.000348997437555,-0.0166638732713,0.436707368818,0.00201440217877,-0.00789636653891,0.00228360381731,0.190247198781,-0.0914209367594,,,,,,,
raw,IND_DOWN_RESILIENCE_20,BROAD_MARKET_PRESSURE,full,20,3,63637,170,4190,118,-0.000637322570226,-0.0153188694635,0.436412778729,0.00162891934728,-0.00643400757195,0.00204721405491,0.168361173531,-0.0860075873909,,,,,,,
raw,IND_DOWN_RESILIENCE_20,BROAD_MARKET_PRESSURE,full,20,4,63616,170,4155,118,-0.00301855486334,-0.016901052947,0.427078093561,-0.000446028212884,-0.00742802892158,-0.000348867101915,0.173258299799,-0.086479561122,,,,,,,
raw,IND_DOWN_RESILIENCE_20,BROAD_MARKET_PRESSURE,full,20,5,63627,170,4105,119,-0.00882000748745,-0.0239883521676,0.407955742059,-0.00588683547197,-0.0138701334193,-0.00615655894351,0.223537177613,-0.100926025274,,,,,,,
raw_spread,IND_DOWN_RESILIENCE_20,BROAD_MARKET_PRESSURE,full,20,Q5-Q1,63488,170,,,-0.00831258143168,-0.00327480142247,-0.0244251803198,-0.00858174186408,-0.00311044661965,-0.00833532946604,-0.00699457641898,0.0017477730575,,,,,,,
raw,IND_DOWN_RESILIENCE_20,BROAD_MARKET_PRESSURE,early_2018_2021,1,1,34355,108,3352,114,-0.0035332424993,-0.00399201596806,0.444127492359,-0.000157544023828,-0.00181996230067,-0.000224553369487,0.00375491194877,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,BROAD_MARKET_PRESSURE,early_2018_2021,1,2,34443,108,3468,115,-0.00302078225364,-0.00320775771292,0.441337862556,0.000257599362834,-0.00117377313088,0.000277194386807,0.00243881195018,,,,,,,,
raw,IND_DOWN_RESILIENCE_20,BROAD_MARKET_PRESSURE,early_2018_2021,1,3,34448,108,3399,115,-0.00313016776274,-0.00399201596806,0.427717138876,8.17155156293e-05,-0.00110231305401,0.000172174160449,0.00269972131909,,,,,,,,
